,0
Team_ID,1610612746
Season,2008-09
FGM,"{'AVG': 36.03658536585366, 'STDEV': 5.924306745818335}"
FGA,"{'AVG': 81.65853658536585, 'STDEV': 7.491920771359238}"
FGP,"{'AVG': 0.441146341463414, 'STDEV': 0.057630822075661}"
FG3M,"{'AVG': 6.524390243902439, 'STDEV': 3.108036614796548}"
FG3A,"{'AVG': 18.451219512195124, 'STDEV': 5.25439836690492}"
FG3P,"{'AVG': 0.348591302474102, 'STDEV': 0.11130709337248301}"
FTM,"{'AVG': 16.51219512195122, 'STDEV': 5.9155453344077}"
FTA,"{'AVG': 22.426829268292682, 'STDEV': 22.426829268292682}"
FTP,"{'AVG': 0.734, 'STDEV': 0.734}"
OREB,"{'AVG': 10.853658536585366, 'STDEV': 3.944434902083957}"
DREB,"{'AVG': 28.98780487804878, 'STDEV': 4.689083467366147}"
REB,"{'AVG': 39.84146341463415, 'STDEV': 6.864597876410374}"
AST,"{'AVG': 21.01219512195122, 'STDEV': 4.859746227279379}"
BLK,"{'AVG': 5.878048780487805, 'STDEV': 2.550188779758452}"
TOV,"{'AVG': 14.207317073170731, 'STDEV': 3.8705529795313782}"
PF,"{'AVG': 20.121951219512194, 'STDEV': 4.735967560945896}"
