,0
Team_ID,1610612741
Season,2008-09
FGM,"{'AVG': 38.1219512195122, 'STDEV': 4.922586502453186}"
FGA,"{'AVG': 83.48780487804878, 'STDEV': 6.279977790396805}"
FGP,"{'AVG': 0.45730487804878006, 'STDEV': 0.053940682790093}"
FG3M,"{'AVG': 6.012195121951219, 'STDEV': 2.545845817095048}"
FG3A,"{'AVG': 15.768292682926829, 'STDEV': 4.358328993660625}"
FG3P,"{'AVG': 0.37539168108700705, 'STDEV': 0.111915010090242}"
FTM,"{'AVG': 19.914634146341463, 'STDEV': 6.539908293071287}"
FTA,"{'AVG': 25.024390243902438, 'STDEV': 25.024390243902438}"
FTP,"{'AVG': 0.7941585365853651, 'STDEV': 0.7941585365853651}"
OREB,"{'AVG': 11.829268292682928, 'STDEV': 3.681132669383096}"
DREB,"{'AVG': 30.25609756097561, 'STDEV': 5.079153656556135}"
REB,"{'AVG': 42.08536585365854, 'STDEV': 5.5203355138511565}"
AST,"{'AVG': 21.121951219512194, 'STDEV': 4.654455568545734}"
BLK,"{'AVG': 5.524390243902439, 'STDEV': 2.6769505857266322}"
TOV,"{'AVG': 13.865853658536585, 'STDEV': 4.183336122536922}"
PF,"{'AVG': 20.841463414634145, 'STDEV': 4.3673013737053274}"
