,0
Team_ID,1610612765
Season,2018-19
FGM,"{'AVG': 38.84146341463415, 'STDEV': 4.85205699587686}"
FGA,"{'AVG': 88.26829268292683, 'STDEV': 6.577268712448068}"
FGP,"{'AVG': 0.44109756097560904, 'STDEV': 0.053185816766209}"
FG3M,"{'AVG': 12.109756097560975, 'STDEV': 3.620947620191741}"
FG3A,"{'AVG': 34.80487804878049, 'STDEV': 5.389608255285176}"
FG3P,"{'AVG': 0.34576218905753003, 'STDEV': 0.080158911112469}"
FTM,"{'AVG': 17.25609756097561, 'STDEV': 5.488058811750157}"
FTA,"{'AVG': 23.085365853658537, 'STDEV': 23.085365853658537}"
FTP,"{'AVG': 0.752670731707317, 'STDEV': 0.752670731707317}"
OREB,"{'AVG': 11.414634146341463, 'STDEV': 4.142377260785343}"
DREB,"{'AVG': 33.5609756097561, 'STDEV': 4.815349841721077}"
REB,"{'AVG': 44.97560975609756, 'STDEV': 5.828782584187783}"
AST,"{'AVG': 22.5, 'STDEV': 3.752365509059618}"
BLK,"{'AVG': 4.036585365853658, 'STDEV': 2.230236227045282}"
TOV,"{'AVG': 12.951219512195122, 'STDEV': 4.018176108033361}"
PF,"{'AVG': 22.085365853658537, 'STDEV': 3.900621094931811}"
