,0
Team_ID,1610612754
Season,2018-19
FGM,"{'AVG': 41.34146341463415, 'STDEV': 5.305993611223886}"
FGA,"{'AVG': 87.01219512195122, 'STDEV': 6.435806284325114}"
FGP,"{'AVG': 0.47619512195121905, 'STDEV': 0.05968734155030601}"
FG3M,"{'AVG': 9.5, 'STDEV': 3.052018154404527}"
FG3A,"{'AVG': 25.378048780487806, 'STDEV': 4.531481767582957}"
FG3P,"{'AVG': 0.372356877099339, 'STDEV': 0.09332730654304401}"
FTM,"{'AVG': 15.829268292682928, 'STDEV': 5.805074149203236}"
FTA,"{'AVG': 21.0609756097561, 'STDEV': 21.0609756097561}"
FTP,"{'AVG': 0.7516097560975611, 'STDEV': 0.7516097560975611}"
OREB,"{'AVG': 9.292682926829269, 'STDEV': 3.077147167157736}"
DREB,"{'AVG': 33.73170731707317, 'STDEV': 4.761078777247408}"
REB,"{'AVG': 43.02439024390244, 'STDEV': 5.935820555996456}"
AST,"{'AVG': 25.951219512195124, 'STDEV': 5.032983649919331}"
BLK,"{'AVG': 4.926829268292683, 'STDEV': 2.4382775128664242}"
TOV,"{'AVG': 13.292682926829269, 'STDEV': 3.989145163163572}"
PF,"{'AVG': 19.4390243902439, 'STDEV': 3.794399905304273}"
