,0
Team_ID,1610612747
Season,2018-19
FGM,"{'AVG': 42.573170731707314, 'STDEV': 4.735029659012221}"
FGA,"{'AVG': 90.54878048780488, 'STDEV': 6.702040299300037}"
FGP,"{'AVG': 0.471024390243902, 'STDEV': 0.047301234710937}"
FG3M,"{'AVG': 10.329268292682928, 'STDEV': 3.531358211229678}"
FG3A,"{'AVG': 30.98780487804878, 'STDEV': 6.117156408770224}"
FG3P,"{'AVG': 0.331166743836529, 'STDEV': 0.08197030697928301}"
FTM,"{'AVG': 16.29268292682927, 'STDEV': 4.741432311797695}"
FTA,"{'AVG': 23.29268292682927, 'STDEV': 23.29268292682927}"
FTP,"{'AVG': 0.697682926829268, 'STDEV': 0.697682926829268}"
OREB,"{'AVG': 10.182926829268293, 'STDEV': 3.6755046643678497}"
DREB,"{'AVG': 36.40243902439025, 'STDEV': 5.079272223793145}"
REB,"{'AVG': 46.58536585365854, 'STDEV': 6.40977498018436}"
AST,"{'AVG': 25.5609756097561, 'STDEV': 4.946872215395012}"
BLK,"{'AVG': 5.365853658536586, 'STDEV': 2.2250659311743712}"
TOV,"{'AVG': 15.195121951219512, 'STDEV': 3.957923836565757}"
PF,"{'AVG': 20.74390243902439, 'STDEV': 4.033229186319158}"
