,0
Team_ID,1610612737
Season,2018-19
FGM,"{'AVG': 41.36585365853659, 'STDEV': 5.412633130964868}"
FGA,"{'AVG': 91.7560975609756, 'STDEV': 7.932681229983793}"
FGP,"{'AVG': 0.45178048780487806, 'STDEV': 0.052592546153140005}"
FG3M,"{'AVG': 13.012195121951219, 'STDEV': 3.9922576379634043}"
FG3A,"{'AVG': 37, 'STDEV': 6.849348892187752}"
FG3P,"{'AVG': 0.35098321972338803, 'STDEV': 0.084556480709744}"
FTM,"{'AVG': 17.597560975609756, 'STDEV': 5.665271628059229}"
FTA,"{'AVG': 23.390243902439025, 'STDEV': 23.390243902439025}"
FTP,"{'AVG': 0.7518170731707311, 'STDEV': 0.7518170731707311}"
OREB,"{'AVG': 11.646341463414634, 'STDEV': 3.920103145592819}"
DREB,"{'AVG': 34.451219512195124, 'STDEV': 5.436848304126546}"
REB,"{'AVG': 46.09756097560975, 'STDEV': 7.073877795391811}"
AST,"{'AVG': 25.829268292682926, 'STDEV': 4.752659757087241}"
BLK,"{'AVG': 5.109756097560975, 'STDEV': 2.298717288912466}"
TOV,"{'AVG': 16.621951219512194, 'STDEV': 4.250316600850769}"
PF,"{'AVG': 23.5609756097561, 'STDEV': 4.9318755628360105}"
