,0
Team_ID,1610612759
Season,2018-19
FGM,"{'AVG': 42.292682926829265, 'STDEV': 5.167533511219975}"
FGA,"{'AVG': 88.39024390243902, 'STDEV': 6.818196600131795}"
FGP,"{'AVG': 0.479597560975609, 'STDEV': 0.057239125821783005}"
FG3M,"{'AVG': 9.902439024390244, 'STDEV': 3.049427212346044}"
FG3A,"{'AVG': 25.25609756097561, 'STDEV': 5.426981007389088}"
FG3P,"{'AVG': 0.39672768704717803, 'STDEV': 0.11569631177575}"
FTM,"{'AVG': 17.170731707317074, 'STDEV': 5.528388861920972}"
FTA,"{'AVG': 20.975609756097562, 'STDEV': 20.975609756097562}"
FTP,"{'AVG': 0.8196219512195121, 'STDEV': 0.8196219512195121}"
OREB,"{'AVG': 9.231707317073171, 'STDEV': 3.51117714596062}"
DREB,"{'AVG': 35.48780487804878, 'STDEV': 5.405173339094217}"
REB,"{'AVG': 44.71951219512195, 'STDEV': 5.468821594790957}"
AST,"{'AVG': 24.548780487804876, 'STDEV': 5.013937214970283}"
BLK,"{'AVG': 4.7073170731707314, 'STDEV': 2.05773341011714}"
TOV,"{'AVG': 11.817073170731707, 'STDEV': 3.341205699361256}"
PF,"{'AVG': 18.134146341463413, 'STDEV': 3.578958380511136}"
