,0
Team_ID,1610612761
Season,2018-19
FGM,"{'AVG': 42.19512195121951, 'STDEV': 4.5931753571453715}"
FGA,"{'AVG': 89.08536585365853, 'STDEV': 6.7516824048971245}"
FGP,"{'AVG': 0.47587804878048706, 'STDEV': 0.058209368861947004}"
FG3M,"{'AVG': 12.378048780487806, 'STDEV': 3.619700021342192}"
FG3A,"{'AVG': 33.792682926829265, 'STDEV': 5.394871375434514}"
FG3P,"{'AVG': 0.365187495027857, 'STDEV': 0.08804361495190001}"
FTM,"{'AVG': 17.670731707317074, 'STDEV': 5.841644614633245}"
FTA,"{'AVG': 21.98780487804878, 'STDEV': 21.98780487804878}"
FTP,"{'AVG': 0.808426829268292, 'STDEV': 0.808426829268292}"
OREB,"{'AVG': 9.585365853658537, 'STDEV': 3.947029573881001}"
DREB,"{'AVG': 35.609756097560975, 'STDEV': 4.490747958161067}"
REB,"{'AVG': 45.19512195121951, 'STDEV': 5.683936699568124}"
AST,"{'AVG': 25.426829268292682, 'STDEV': 5.314853371971098}"
BLK,"{'AVG': 5.329268292682927, 'STDEV': 2.474835712461252}"
TOV,"{'AVG': 13.329268292682928, 'STDEV': 3.685322499745495}"
PF,"{'AVG': 21.024390243902438, 'STDEV': 3.962713902801866}"
