,0
Team_ID,1610612740
Season,2018-19
FGM,"{'AVG': 43.670731707317074, 'STDEV': 4.866247770020465}"
FGA,"{'AVG': 92.23170731707317, 'STDEV': 7.457366530324235}"
FGP,"{'AVG': 0.474560975609756, 'STDEV': 0.04775997021138}"
FG3M,"{'AVG': 10.268292682926829, 'STDEV': 3.457140688551686}"
FG3A,"{'AVG': 29.865853658536587, 'STDEV': 5.84947437782561}"
FG3P,"{'AVG': 0.344051280720073, 'STDEV': 0.09519765415831101}"
FTM,"{'AVG': 17.829268292682926, 'STDEV': 6.682952105223457}"
FTA,"{'AVG': 23.426829268292682, 'STDEV': 23.426829268292682}"
FTP,"{'AVG': 0.757463414634146, 'STDEV': 0.757463414634146}"
OREB,"{'AVG': 11.085365853658537, 'STDEV': 3.7324113263335663}"
DREB,"{'AVG': 36.207317073170735, 'STDEV': 4.460354314880468}"
REB,"{'AVG': 47.292682926829265, 'STDEV': 5.607507764624334}"
AST,"{'AVG': 27.024390243902438, 'STDEV': 4.288876251438197}"
BLK,"{'AVG': 5.378048780487805, 'STDEV': 2.280568717799012}"
TOV,"{'AVG': 14.487804878048781, 'STDEV': 4.000752714483243}"
PF,"{'AVG': 21.121951219512194, 'STDEV': 4.214584448277808}"
