,0
Team_ID,1610612738
Season,2018-19
FGM,"{'AVG': 42.08536585365854, 'STDEV': 4.603276394938973}"
FGA,"{'AVG': 90.52439024390245, 'STDEV': 5.9321796834255505}"
FGP,"{'AVG': 0.46582926829268206, 'STDEV': 0.05006903995905}"
FG3M,"{'AVG': 12.585365853658537, 'STDEV': 3.711680659928702}"
FG3A,"{'AVG': 34.5, 'STDEV': 6.035389459341122}"
FG3P,"{'AVG': 0.36305107396319103, 'STDEV': 0.075608925757378}"
FTM,"{'AVG': 15.634146341463415, 'STDEV': 5.71442228941619}"
FTA,"{'AVG': 19.48780487804878, 'STDEV': 19.48780487804878}"
FTP,"{'AVG': 0.806378048780487, 'STDEV': 0.806378048780487}"
OREB,"{'AVG': 9.804878048780488, 'STDEV': 3.08496563156014}"
DREB,"{'AVG': 34.74390243902439, 'STDEV': 4.526495321062303}"
REB,"{'AVG': 44.548780487804876, 'STDEV': 6.01059237651761}"
AST,"{'AVG': 26.28048780487805, 'STDEV': 5.089991123337241}"
BLK,"{'AVG': 5.304878048780488, 'STDEV': 2.805149692932466}"
TOV,"{'AVG': 12.426829268292684, 'STDEV': 3.262319434688701}"
PF,"{'AVG': 20.365853658536587, 'STDEV': 3.929980350913563}"
