,0
Team_ID,1610612758
Season,2018-19
FGM,"{'AVG': 43.18292682926829, 'STDEV': 5.011414252423637}"
FGA,"{'AVG': 93.13414634146342, 'STDEV': 7.042660473586741}"
FGP,"{'AVG': 0.46430487804878, 'STDEV': 0.04743330314784901}"
FG3M,"{'AVG': 11.304878048780488, 'STDEV': 3.049748115040192}"
FG3A,"{'AVG': 29.9390243902439, 'STDEV': 6.02944945785516}"
FG3P,"{'AVG': 0.37686341212678504, 'STDEV': 0.06352533891364301}"
FTM,"{'AVG': 16.51219512195122, 'STDEV': 5.863138464407558}"
FTA,"{'AVG': 22.74390243902439, 'STDEV': 22.74390243902439}"
FTP,"{'AVG': 0.71940243902439, 'STDEV': 0.71940243902439}"
OREB,"{'AVG': 11.048780487804878, 'STDEV': 3.066756999572902}"
DREB,"{'AVG': 34.3780487804878, 'STDEV': 5.010212395148999}"
REB,"{'AVG': 45.426829268292686, 'STDEV': 5.9380141499128225}"
AST,"{'AVG': 25.402439024390244, 'STDEV': 4.488283116709801}"
BLK,"{'AVG': 4.426829268292683, 'STDEV': 2.255476122328066}"
TOV,"{'AVG': 12.902439024390244, 'STDEV': 3.905076645515064}"
PF,"{'AVG': 21.353658536585368, 'STDEV': 3.910643757492191}"
