,0
Team_ID,1610612746
Season,2018-19
FGM,"{'AVG': 41.26829268292683, 'STDEV': 5.6591426748681375}"
FGA,"{'AVG': 87.53658536585365, 'STDEV': 7.032894706265182}"
FGP,"{'AVG': 0.47200000000000003, 'STDEV': 0.057460238533664006}"
FG3M,"{'AVG': 10.012195121951219, 'STDEV': 3.710159234009277}"
FG3A,"{'AVG': 25.829268292682926, 'STDEV': 5.773085440851997}"
FG3P,"{'AVG': 0.387478832821805, 'STDEV': 0.12091263704572701}"
FTM,"{'AVG': 22.597560975609756, 'STDEV': 6.681205916317508}"
FTA,"{'AVG': 28.536585365853657, 'STDEV': 28.536585365853657}"
FTP,"{'AVG': 0.7894512195121951, 'STDEV': 0.7894512195121951}"
OREB,"{'AVG': 9.707317073170731, 'STDEV': 3.57455964611804}"
DREB,"{'AVG': 35.80487804878049, 'STDEV': 5.432956188660761}"
REB,"{'AVG': 45.51219512195122, 'STDEV': 5.64646486682788}"
AST,"{'AVG': 24.024390243902438, 'STDEV': 5.089266385212777}"
BLK,"{'AVG': 4.695121951219512, 'STDEV': 2.291632791077537}"
TOV,"{'AVG': 13.804878048780488, 'STDEV': 4.344541131036197}"
PF,"{'AVG': 23.329268292682926, 'STDEV': 3.903322035751688}"
