,0
Team_ID,1610612757
Season,2019-20
FGM,"{'AVG': 42.189189189189186, 'STDEV': 4.140265611477138}"
FGA,"{'AVG': 91.20270270270271, 'STDEV': 6.052237737930571}"
FGP,"{'AVG': 0.464121621621621, 'STDEV': 0.049924313318743}"
FG3M,"{'AVG': 12.864864864864865, 'STDEV': 3.790125325301043}"
FG3A,"{'AVG': 34.12162162162162, 'STDEV': 4.8255958612913705}"
FG3P,"{'AVG': 0.374585761898023, 'STDEV': 0.090466128648197}"
FTM,"{'AVG': 17.72972972972973, 'STDEV': 5.187702258271373}"
FTA,"{'AVG': 22.054054054054053, 'STDEV': 22.054054054054053}"
FTP,"{'AVG': 0.7991081081081081, 'STDEV': 0.7991081081081081}"
OREB,"{'AVG': 10.18918918918919, 'STDEV': 3.059571443155386}"
DREB,"{'AVG': 35.12162162162162, 'STDEV': 5.373585070732836}"
REB,"{'AVG': 45.310810810810814, 'STDEV': 6.215150899490951}"
AST,"{'AVG': 20.60810810810811, 'STDEV': 4.637008859840008}"
BLK,"{'AVG': 6.094594594594595, 'STDEV': 2.5758037390081148}"
TOV,"{'AVG': 12.432432432432432, 'STDEV': 3.480202643608208}"
PF,"{'AVG': 21.7027027027027, 'STDEV': 4.390930034507246}"
