,0
Team_ID,1610612758
Season,2019-20
FGM,"{'AVG': 40.875, 'STDEV': 3.964410333930463}"
FGA,"{'AVG': 88.38888888888889, 'STDEV': 7.62234586557988}"
FGP,"{'AVG': 0.46466666666666606, 'STDEV': 0.049671030466516004}"
FG3M,"{'AVG': 12.694444444444445, 'STDEV': 3.800070010062597}"
FG3A,"{'AVG': 34.875, 'STDEV': 6.102268107543131}"
FG3P,"{'AVG': 0.364506779677698, 'STDEV': 0.090945492625897}"
FTM,"{'AVG': 15.652777777777779, 'STDEV': 5.719154183062392}"
FTA,"{'AVG': 20.333333333333332, 'STDEV': 20.333333333333332}"
FTP,"{'AVG': 0.766819444444444, 'STDEV': 0.766819444444444}"
OREB,"{'AVG': 9.652777777777779, 'STDEV': 3.374134097463856}"
DREB,"{'AVG': 32.94444444444444, 'STDEV': 4.684072168677288}"
REB,"{'AVG': 42.59722222222222, 'STDEV': 6.073863939963535}"
AST,"{'AVG': 23.791666666666668, 'STDEV': 4.165375386766006}"
BLK,"{'AVG': 4.069444444444445, 'STDEV': 2.183977434290434}"
TOV,"{'AVG': 13.75, 'STDEV': 3.8115835310385773}"
PF,"{'AVG': 22.15277777777778, 'STDEV': 3.934891670295893}"
