,0
Team_ID,1610612752
Season,2019-20
FGM,"{'AVG': 39.96969696969697, 'STDEV': 5.689314402307045}"
FGA,"{'AVG': 89.33333333333333, 'STDEV': 6.59448098694503}"
FGP,"{'AVG': 0.447439393939393, 'STDEV': 0.053183898311679}"
FG3M,"{'AVG': 9.56060606060606, 'STDEV': 3.099026089590519}"
FG3A,"{'AVG': 28.363636363636363, 'STDEV': 5.9630564275413285}"
FG3P,"{'AVG': 0.338287484081294, 'STDEV': 0.093114179271192}"
FTM,"{'AVG': 16.303030303030305, 'STDEV': 5.3836495970375875}"
FTA,"{'AVG': 23.484848484848484, 'STDEV': 23.484848484848484}"
FTP,"{'AVG': 0.6968787878787871, 'STDEV': 0.6968787878787871}"
OREB,"{'AVG': 12.045454545454545, 'STDEV': 3.772091108214557}"
DREB,"{'AVG': 34.45454545454545, 'STDEV': 5.466490417307752}"
REB,"{'AVG': 46.5, 'STDEV': 7.249933686699379}"
AST,"{'AVG': 22.060606060606062, 'STDEV': 4.832195831101689}"
BLK,"{'AVG': 4.742424242424242, 'STDEV': 2.470195296300436}"
TOV,"{'AVG': 13.848484848484848, 'STDEV': 3.844046042477896}"
PF,"{'AVG': 22.181818181818183, 'STDEV': 4.587303853393259}"
