,0
Team_ID,1610612760
Season,2019-20
FGM,"{'AVG': 39.986111111111114, 'STDEV': 4.868678438134862}"
FGA,"{'AVG': 85.5, 'STDEV': 6.549916675096274}"
FGP,"{'AVG': 0.469319444444444, 'STDEV': 0.060177396530658005}"
FG3M,"{'AVG': 10.694444444444445, 'STDEV': 3.342592773218768}"
FG3A,"{'AVG': 30.15277777777778, 'STDEV': 6.165921157829513}"
FG3P,"{'AVG': 0.35392669153064105, 'STDEV': 0.083789125408305}"
FTM,"{'AVG': 19.75, 'STDEV': 5.671152601630987}"
FTA,"{'AVG': 24.819444444444443, 'STDEV': 24.819444444444443}"
FTP,"{'AVG': 0.7971805555555551, 'STDEV': 0.7971805555555551}"
OREB,"{'AVG': 8.23611111111111, 'STDEV': 3.64824115660906}"
DREB,"{'AVG': 34.65277777777778, 'STDEV': 5.323770035091812}"
REB,"{'AVG': 42.888888888888886, 'STDEV': 6.177094343029877}"
AST,"{'AVG': 21.694444444444443, 'STDEV': 4.616684039220885}"
BLK,"{'AVG': 4.902777777777779, 'STDEV': 2.246497883073595}"
TOV,"{'AVG': 12.98611111111111, 'STDEV': 3.814328270678144}"
PF,"{'AVG': 19.305555555555557, 'STDEV': 3.938394928976577}"
