,0
Team_ID,1610612759
Season,2019-20
FGM,"{'AVG': 42.183098591549296, 'STDEV': 4.62388166913264}"
FGA,"{'AVG': 89.43661971830986, 'STDEV': 6.684165498434549}"
FGP,"{'AVG': 0.47277464788732304, 'STDEV': 0.049613131091072}"
FG3M,"{'AVG': 10.704225352112676, 'STDEV': 3.390719966518628}"
FG3A,"{'AVG': 28.464788732394368, 'STDEV': 5.309912525282968}"
FG3P,"{'AVG': 0.37457622758275905, 'STDEV': 0.09374807777544}"
FTM,"{'AVG': 18.985915492957748, 'STDEV': 6.160920519686924}"
FTA,"{'AVG': 23.43661971830986, 'STDEV': 23.43661971830986}"
FTP,"{'AVG': 0.8069859154929571, 'STDEV': 0.8069859154929571}"
OREB,"{'AVG': 9.014084507042254, 'STDEV': 3.856323036803985}"
DREB,"{'AVG': 35.63380281690141, 'STDEV': 5.943157978765446}"
REB,"{'AVG': 44.647887323943664, 'STDEV': 7.185498474704443}"
AST,"{'AVG': 24.661971830985916, 'STDEV': 4.410842685836253}"
BLK,"{'AVG': 5.492957746478873, 'STDEV': 2.254349696771109}"
TOV,"{'AVG': 12.225352112676056, 'STDEV': 4.032713312393996}"
PF,"{'AVG': 19.3943661971831, 'STDEV': 4.196865746310612}"
