,0
Team_ID,1610612762
Season,2019-20
FGM,"{'AVG': 40.083333333333336, 'STDEV': 4.932644920880983}"
FGA,"{'AVG': 85.13888888888889, 'STDEV': 6.883958809354461}"
FGP,"{'AVG': 0.47150000000000003, 'STDEV': 0.052081463816212}"
FG3M,"{'AVG': 13.375, 'STDEV': 3.937674655191925}"
FG3A,"{'AVG': 35.236111111111114, 'STDEV': 6.396506651258413}"
FG3P,"{'AVG': 0.375750847435103, 'STDEV': 0.07657303669555801}"
FTM,"{'AVG': 17.75, 'STDEV': 6.35731806328317}"
FTA,"{'AVG': 22.791666666666668, 'STDEV': 22.791666666666668}"
FTP,"{'AVG': 0.780875, 'STDEV': 0.780875}"
OREB,"{'AVG': 9.11111111111111, 'STDEV': 3.248208847946019}"
DREB,"{'AVG': 35.791666666666664, 'STDEV': 4.9701574209206285}"
REB,"{'AVG': 44.90277777777778, 'STDEV': 6.063420041347051}"
AST,"{'AVG': 22.430555555555557, 'STDEV': 4.45581243722661}"
BLK,"{'AVG': 4.055555555555555, 'STDEV': 1.999217374260779}"
TOV,"{'AVG': 14.51388888888889, 'STDEV': 4.235972893406853}"
PF,"{'AVG': 20.38888888888889, 'STDEV': 4.831106820826983}"
