,0
Team_ID,1610612761
Season,2019-20
FGM,"{'AVG': 40.236111111111114, 'STDEV': 5.577856258293563}"
FGA,"{'AVG': 87.93055555555556, 'STDEV': 6.402742345758252}"
FGP,"{'AVG': 0.45870833333333305, 'STDEV': 0.062338566160811}"
FG3M,"{'AVG': 13.819444444444445, 'STDEV': 3.311637137743412}"
FG3A,"{'AVG': 36.986111111111114, 'STDEV': 5.6952984206410555}"
FG3P,"{'AVG': 0.37679657922880305, 'STDEV': 0.08391645642093601}"
FTM,"{'AVG': 18.458333333333332, 'STDEV': 6.308807838096526}"
FTA,"{'AVG': 23.194444444444443, 'STDEV': 23.194444444444443}"
FTP,"{'AVG': 0.7956666666666661, 'STDEV': 0.7956666666666661}"
OREB,"{'AVG': 9.51388888888889, 'STDEV': 3.900137431870887}"
DREB,"{'AVG': 35.875, 'STDEV': 4.672175655100381}"
REB,"{'AVG': 45.388888888888886, 'STDEV': 6.256389535159192}"
AST,"{'AVG': 25.22222222222222, 'STDEV': 4.563240207282361}"
BLK,"{'AVG': 4.972222222222222, 'STDEV': 2.6215371376362873}"
TOV,"{'AVG': 14.041666666666666, 'STDEV': 4.078240092677371}"
PF,"{'AVG': 21.65277777777778, 'STDEV': 3.738493039105848}"
