,0
Team_ID,1610612738
Season,2019-20
FGM,"{'AVG': 41.263888888888886, 'STDEV': 4.8585428046548635}"
FGA,"{'AVG': 89.55555555555556, 'STDEV': 6.936104538275371}"
FGP,"{'AVG': 0.46191666666666603, 'STDEV': 0.052524910253927005}"
FG3M,"{'AVG': 12.569444444444445, 'STDEV': 3.139150279254459}"
FG3A,"{'AVG': 34.541666666666664, 'STDEV': 5.95981259748854}"
FG3P,"{'AVG': 0.365860441069545, 'STDEV': 0.08049956197147501}"
FTM,"{'AVG': 18.555555555555557, 'STDEV': 5.98563747858481}"
FTA,"{'AVG': 23.166666666666668, 'STDEV': 23.166666666666668}"
FTP,"{'AVG': 0.8029166666666661, 'STDEV': 0.8029166666666661}"
OREB,"{'AVG': 10.666666666666666, 'STDEV': 3.684761157623706}"
DREB,"{'AVG': 35.40277777777778, 'STDEV': 4.461603710352547}"
REB,"{'AVG': 46.06944444444444, 'STDEV': 5.785670469842065}"
AST,"{'AVG': 22.98611111111111, 'STDEV': 4.283913754722774}"
BLK,"{'AVG': 5.638888888888889, 'STDEV': 2.393097795306947}"
TOV,"{'AVG': 13.152777777777779, 'STDEV': 3.278868416201971}"
PF,"{'AVG': 21.569444444444443, 'STDEV': 4.25863295161586}"
