,0
Team_ID,1610612755
Season,2019-20
FGM,"{'AVG': 41.0958904109589, 'STDEV': 5.169795782452909}"
FGA,"{'AVG': 87.9041095890411, 'STDEV': 6.209679683011131}"
FGP,"{'AVG': 0.46801369863013703, 'STDEV': 0.052183834542116}"
FG3M,"{'AVG': 11.616438356164384, 'STDEV': 3.634824376722963}"
FG3A,"{'AVG': 31.602739726027398, 'STDEV': 5.792091653537887}"
FG3P,"{'AVG': 0.36684258493230504, 'STDEV': 0.09137076836773701}"
FTM,"{'AVG': 16.931506849315067, 'STDEV': 6.481445241617901}"
FTA,"{'AVG': 22.438356164383563, 'STDEV': 22.438356164383563}"
FTP,"{'AVG': 0.748424657534246, 'STDEV': 0.748424657534246}"
OREB,"{'AVG': 10.465753424657533, 'STDEV': 3.316968963530233}"
DREB,"{'AVG': 34.97260273972603, 'STDEV': 4.696253242804092}"
REB,"{'AVG': 45.43835616438356, 'STDEV': 5.325479376883108}"
AST,"{'AVG': 25.80821917808219, 'STDEV': 4.762870091326165}"
BLK,"{'AVG': 5.328767123287672, 'STDEV': 2.818859080276924}"
TOV,"{'AVG': 13.493150684931507, 'STDEV': 3.9585466176617032}"
PF,"{'AVG': 20.945205479452056, 'STDEV': 5.093270099299074}"
