,0
Team_ID,1610612753
Season,2019-20
FGM,"{'AVG': 39.32876712328767, 'STDEV': 5.387884542915986}"
FGA,"{'AVG': 88.6027397260274, 'STDEV': 6.28211687169619}"
FGP,"{'AVG': 0.44446575342465705, 'STDEV': 0.057796838194898004}"
FG3M,"{'AVG': 11.054794520547945, 'STDEV': 3.235610928741553}"
FG3A,"{'AVG': 32.24657534246575, 'STDEV': 5.301417058773081}"
FG3P,"{'AVG': 0.34250669482844803, 'STDEV': 0.087652127204599}"
FTM,"{'AVG': 17.561643835616437, 'STDEV': 5.96514482773298}"
FTA,"{'AVG': 22.684931506849313, 'STDEV': 22.684931506849313}"
FTP,"{'AVG': 0.7665753424657531, 'STDEV': 0.7665753424657531}"
OREB,"{'AVG': 10.287671232876713, 'STDEV': 3.168768828805749}"
DREB,"{'AVG': 34.21917808219178, 'STDEV': 4.828292127722188}"
REB,"{'AVG': 44.50684931506849, 'STDEV': 5.6645174543704595}"
AST,"{'AVG': 23.931506849315067, 'STDEV': 4.868631929457778}"
BLK,"{'AVG': 5.424657534246576, 'STDEV': 2.538141315888777}"
TOV,"{'AVG': 12.178082191780822, 'STDEV': 3.8236924626212083}"
PF,"{'AVG': 18.301369863013697, 'STDEV': 4.316264239629146}"
