,0
Team_ID,1610612751
Season,2019-20
FGM,"{'AVG': 40.388888888888886, 'STDEV': 5.562843420145663}"
FGA,"{'AVG': 90.25, 'STDEV': 7.672430982622039}"
FGP,"{'AVG': 0.44844444444444403, 'STDEV': 0.057142985691784005}"
FG3M,"{'AVG': 13.069444444444445, 'STDEV': 3.416308809840535}"
FG3A,"{'AVG': 38.138888888888886, 'STDEV': 6.789190985750921}"
FG3P,"{'AVG': 0.34508939082893303, 'STDEV': 0.077463472917563}"
FTM,"{'AVG': 17.930555555555557, 'STDEV': 5.8510294962411695}"
FTA,"{'AVG': 24.055555555555557, 'STDEV': 24.055555555555557}"
FTP,"{'AVG': 0.7465, 'STDEV': 0.7465}"
OREB,"{'AVG': 10.63888888888889, 'STDEV': 3.529774982077491}"
DREB,"{'AVG': 37.263888888888886, 'STDEV': 5.900568259947286}"
REB,"{'AVG': 47.90277777777778, 'STDEV': 6.7785072980235395}"
AST,"{'AVG': 24.458333333333332, 'STDEV': 4.764710357275917}"
BLK,"{'AVG': 4.486111111111111, 'STDEV': 2.51190436457605}"
TOV,"{'AVG': 14.527777777777779, 'STDEV': 4.559380431785961}"
PF,"{'AVG': 20.97222222222222, 'STDEV': 3.881963428807362}"
