,0
Team_ID,1610612764
Season,2019-20
FGM,"{'AVG': 41.52777777777778, 'STDEV': 5.59419271881778}"
FGA,"{'AVG': 90.88888888888889, 'STDEV': 7.196547598647085}"
FGP,"{'AVG': 0.45809722222222204, 'STDEV': 0.059666717483651}"
FG3M,"{'AVG': 12, 'STDEV': 3.626972508506893}"
FG3A,"{'AVG': 32.56944444444444, 'STDEV': 6.081202598098803}"
FG3P,"{'AVG': 0.36848371043577205, 'STDEV': 0.08742661046505101}"
FTM,"{'AVG': 19.36111111111111, 'STDEV': 6.612633141034135}"
FTA,"{'AVG': 24.583333333333332, 'STDEV': 24.583333333333332}"
FTP,"{'AVG': 0.781916666666666, 'STDEV': 0.781916666666666}"
OREB,"{'AVG': 10.166666666666666, 'STDEV': 4.107704886748769}"
DREB,"{'AVG': 31.875, 'STDEV': 4.086864909528133}"
REB,"{'AVG': 42.041666666666664, 'STDEV': 6.050113489798074}"
AST,"{'AVG': 25.01388888888889, 'STDEV': 4.610132916587894}"
BLK,"{'AVG': 4.291666666666667, 'STDEV': 1.89467377994059}"
TOV,"{'AVG': 13.541666666666666, 'STDEV': 3.752698559553277}"
PF,"{'AVG': 22.694444444444443, 'STDEV': 4.092724182779329}"
