,0
Team_ID,1610612748
Season,2019-20
FGM,"{'AVG': 39.45205479452055, 'STDEV': 4.798845624761146}"
FGA,"{'AVG': 84.38356164383562, 'STDEV': 7.323156076193252}"
FGP,"{'AVG': 0.46891780821917806, 'STDEV': 0.054339916120824006}"
FG3M,"{'AVG': 13.41095890410959, 'STDEV': 3.487420315451093}"
FG3A,"{'AVG': 35.397260273972606, 'STDEV': 6.28211687169619}"
FG3P,"{'AVG': 0.38025480491683505, 'STDEV': 0.07888546583429701}"
FTM,"{'AVG': 19.726027397260275, 'STDEV': 6.872368736818079}"
FTA,"{'AVG': 25.205479452054796, 'STDEV': 25.205479452054796}"
FTP,"{'AVG': 0.780068493150684, 'STDEV': 0.780068493150684}"
OREB,"{'AVG': 8.493150684931507, 'STDEV': 2.9819982472199973}"
DREB,"{'AVG': 35.87671232876713, 'STDEV': 4.573307839698903}"
REB,"{'AVG': 44.36986301369863, 'STDEV': 5.767501985057378}"
AST,"{'AVG': 25.91780821917808, 'STDEV': 5.6488775302353815}"
BLK,"{'AVG': 4.5479452054794525, 'STDEV': 2.444046598314696}"
TOV,"{'AVG': 13.945205479452055, 'STDEV': 4.46557950376141}"
PF,"{'AVG': 20.561643835616437, 'STDEV': 4.876207261824908}"
