,0
Team_ID,1610612759
Season,2017-18
FGM,"{'AVG': 39.048780487804876, 'STDEV': 5.005928433575905}"
FGA,"{'AVG': 85.35365853658537, 'STDEV': 6.179160419256125}"
FGP,"{'AVG': 0.457756097560975, 'STDEV': 0.050416184197412006}"
FG3M,"{'AVG': 8.487804878048781, 'STDEV': 2.965829688170777}"
FG3A,"{'AVG': 24.109756097560975, 'STDEV': 4.309066231984492}"
FG3P,"{'AVG': 0.352216474061225, 'STDEV': 0.107695171045301}"
FTM,"{'AVG': 16.146341463414632, 'STDEV': 5.504480669192945}"
FTA,"{'AVG': 20.914634146341463, 'STDEV': 20.914634146341463}"
FTP,"{'AVG': 0.7780975609756091, 'STDEV': 0.7780975609756091}"
OREB,"{'AVG': 10.353658536585366, 'STDEV': 3.404325321456359}"
DREB,"{'AVG': 33.86585365853659, 'STDEV': 4.545414716093873}"
REB,"{'AVG': 44.21951219512195, 'STDEV': 5.575573690781149}"
AST,"{'AVG': 22.78048780487805, 'STDEV': 4.825407013457876}"
BLK,"{'AVG': 5.609756097560975, 'STDEV': 2.38180395146913}"
TOV,"{'AVG': 12.682926829268293, 'STDEV': 3.603421038369667}"
PF,"{'AVG': 17.170731707317074, 'STDEV': 4.081892801227223}"
