,0
Team_ID,1610612754
Season,2017-18
FGM,"{'AVG': 40.792682926829265, 'STDEV': 5.383417164530279}"
FGA,"{'AVG': 86.3780487804878, 'STDEV': 6.493377906726698}"
FGP,"{'AVG': 0.473073170731707, 'STDEV': 0.058284483352766}"
FG3M,"{'AVG': 9.036585365853659, 'STDEV': 3.214339484214945}"
FG3A,"{'AVG': 24.51219512195122, 'STDEV': 4.595338224065358}"
FG3P,"{'AVG': 0.36574653577368804, 'STDEV': 0.10780418056959501}"
FTM,"{'AVG': 14.939024390243903, 'STDEV': 5.387107519949508}"
FTA,"{'AVG': 19.182926829268293, 'STDEV': 19.182926829268293}"
FTP,"{'AVG': 0.7814512195121951, 'STDEV': 0.7814512195121951}"
OREB,"{'AVG': 9.609756097560975, 'STDEV': 3.141738519901281}"
DREB,"{'AVG': 32.73170731707317, 'STDEV': 4.708932359108787}"
REB,"{'AVG': 42.34146341463415, 'STDEV': 5.944640728213428}"
AST,"{'AVG': 22.182926829268293, 'STDEV': 5.188134726970497}"
BLK,"{'AVG': 4.146341463414634, 'STDEV': 2.103036905915413}"
TOV,"{'AVG': 12.768292682926829, 'STDEV': 3.263334583617983}"
PF,"{'AVG': 18.829268292682926, 'STDEV': 3.269027408685237}"
