,0
Team_ID,1610612748
Season,2017-18
FGM,"{'AVG': 38.829268292682926, 'STDEV': 5.153938630660232}"
FGA,"{'AVG': 85.32926829268293, 'STDEV': 7.669170087327894}"
FGP,"{'AVG': 0.456024390243902, 'STDEV': 0.052865301838847}"
FG3M,"{'AVG': 11.012195121951219, 'STDEV': 3.536385482727391}"
FG3A,"{'AVG': 30.5609756097561, 'STDEV': 5.142650421467754}"
FG3P,"{'AVG': 0.358048295134864, 'STDEV': 0.09501819920973001}"
FTM,"{'AVG': 14.74390243902439, 'STDEV': 4.716168605059832}"
FTA,"{'AVG': 19.524390243902438, 'STDEV': 19.524390243902438}"
FTP,"{'AVG': 0.7557682926829261, 'STDEV': 0.7557682926829261}"
OREB,"{'AVG': 9.304878048780488, 'STDEV': 3.992860988543576}"
DREB,"{'AVG': 34.15853658536585, 'STDEV': 5.932687256116902}"
REB,"{'AVG': 43.46341463414634, 'STDEV': 6.908922700948711}"
AST,"{'AVG': 22.70731707317073, 'STDEV': 4.686433809288328}"
BLK,"{'AVG': 5.329268292682927, 'STDEV': 2.509512165709987}"
TOV,"{'AVG': 13.634146341463415, 'STDEV': 3.532956636530334}"
PF,"{'AVG': 20.097560975609756, 'STDEV': 3.616183637645404}"
