,0
Team_ID,1610612746
Season,2017-18
FGM,"{'AVG': 40.26829268292683, 'STDEV': 4.447356769393117}"
FGA,"{'AVG': 85.41463414634147, 'STDEV': 6.926334108710487}"
FGP,"{'AVG': 0.47296341463414604, 'STDEV': 0.05209474870385}"
FG3M,"{'AVG': 9.475609756097562, 'STDEV': 3.055962032584011}"
FG3A,"{'AVG': 26.78048780487805, 'STDEV': 5.835236494290004}"
FG3P,"{'AVG': 0.351163409235555, 'STDEV': 0.078944511689692}"
FTM,"{'AVG': 18.975609756097562, 'STDEV': 6.146313980715049}"
FTA,"{'AVG': 25.548780487804876, 'STDEV': 25.548780487804876}"
FTP,"{'AVG': 0.739317073170731, 'STDEV': 0.739317073170731}"
OREB,"{'AVG': 10.146341463414634, 'STDEV': 3.6855471852633723}"
DREB,"{'AVG': 33.73170731707317, 'STDEV': 5.542314844828382}"
REB,"{'AVG': 43.8780487804878, 'STDEV': 6.7648150064628645}"
AST,"{'AVG': 22.341463414634145, 'STDEV': 4.856507692548297}"
BLK,"{'AVG': 4.536585365853658, 'STDEV': 2.013504542335432}"
TOV,"{'AVG': 14.073170731707316, 'STDEV': 3.51287047272528}"
PF,"{'AVG': 19.975609756097562, 'STDEV': 3.819946382391785}"
