,0
Team_ID,1610612765
Season,2017-18
FGM,"{'AVG': 39.1219512195122, 'STDEV': 4.696702925240371}"
FGA,"{'AVG': 86.9390243902439, 'STDEV': 5.812603507057915}"
FGP,"{'AVG': 0.45015853658536503, 'STDEV': 0.04706981143418}"
FG3M,"{'AVG': 10.804878048780488, 'STDEV': 3.175675389972211}"
FG3A,"{'AVG': 28.9390243902439, 'STDEV': 5.099860954230437}"
FG3P,"{'AVG': 0.372342199544684, 'STDEV': 0.080873060153844}"
FTM,"{'AVG': 14.71951219512195, 'STDEV': 4.894628928907818}"
FTA,"{'AVG': 19.76829268292683, 'STDEV': 19.76829268292683}"
FTP,"{'AVG': 0.7413780487804871, 'STDEV': 0.7413780487804871}"
OREB,"{'AVG': 10.121951219512194, 'STDEV': 3.772513469046107}"
DREB,"{'AVG': 33.609756097560975, 'STDEV': 5.45408692058607}"
REB,"{'AVG': 43.73170731707317, 'STDEV': 6.346086147757577}"
AST,"{'AVG': 22.78048780487805, 'STDEV': 4.605483554574305}"
BLK,"{'AVG': 3.865853658536585, 'STDEV': 2.302774467881021}"
TOV,"{'AVG': 12.74390243902439, 'STDEV': 3.547946634843551}"
PF,"{'AVG': 18.390243902439025, 'STDEV': 4.512687457372306}"
