,0
Team_ID,1610612755
Season,2017-18
FGM,"{'AVG': 40.84146341463415, 'STDEV': 4.895121058529332}"
FGA,"{'AVG': 86.5609756097561, 'STDEV': 7.413863491860433}"
FGP,"{'AVG': 0.47246341463414604, 'STDEV': 0.046660633240121006}"
FG3M,"{'AVG': 10.987804878048781, 'STDEV': 3.490706895189577}"
FG3A,"{'AVG': 29.817073170731707, 'STDEV': 5.7865916721127935}"
FG3P,"{'AVG': 0.366910398430253, 'STDEV': 0.08946106791811101}"
FTM,"{'AVG': 17.134146341463413, 'STDEV': 6.486000489414887}"
FTA,"{'AVG': 22.78048780487805, 'STDEV': 22.78048780487805}"
FTP,"{'AVG': 0.7592682926829261, 'STDEV': 0.7592682926829261}"
OREB,"{'AVG': 10.890243902439025, 'STDEV': 4.172236566215838}"
DREB,"{'AVG': 36.53658536585366, 'STDEV': 5.923785747226384}"
REB,"{'AVG': 47.426829268292686, 'STDEV': 6.586612849916742}"
AST,"{'AVG': 27.085365853658537, 'STDEV': 5.159675603527265}"
BLK,"{'AVG': 5.121951219512195, 'STDEV': 2.574280404798467}"
TOV,"{'AVG': 15.865853658536585, 'STDEV': 4.189234277307923}"
PF,"{'AVG': 22.085365853658537, 'STDEV': 4.17281389357644}"
