,0
Team_ID,1610612756
Season,2017-18
FGM,"{'AVG': 38.451219512195124, 'STDEV': 4.635217946117489}"
FGA,"{'AVG': 87.08536585365853, 'STDEV': 7.420693820531803}"
FGP,"{'AVG': 0.44330487804878005, 'STDEV': 0.054396960931902}"
FG3M,"{'AVG': 9.304878048780488, 'STDEV': 3.00899484628078}"
FG3A,"{'AVG': 27.878048780487806, 'STDEV': 5.193515053879698}"
FG3P,"{'AVG': 0.33539250195229403, 'STDEV': 0.09289620283265701}"
FTM,"{'AVG': 17.71951219512195, 'STDEV': 6.216811914188224}"
FTA,"{'AVG': 23.926829268292682, 'STDEV': 23.926829268292682}"
FTP,"{'AVG': 0.7375853658536581, 'STDEV': 0.7375853658536581}"
OREB,"{'AVG': 10.268292682926829, 'STDEV': 3.950461077911532}"
DREB,"{'AVG': 33.853658536585364, 'STDEV': 5.763062352988418}"
REB,"{'AVG': 44.1219512195122, 'STDEV': 6.317505062903654}"
AST,"{'AVG': 21.25609756097561, 'STDEV': 4.888411531265174}"
BLK,"{'AVG': 4.512195121951219, 'STDEV': 2.368746620905238}"
TOV,"{'AVG': 15.060975609756097, 'STDEV': 3.798464800271808}"
PF,"{'AVG': 22.036585365853657, 'STDEV': 4.355910195174503}"
