,0
Team_ID,1610612756
Season,1991-92
FGM,"{'AVG': 43.329268292682926, 'STDEV': 4.956738468803659}"
FGA,"{'AVG': 88.03658536585365, 'STDEV': 6.441465062153461}"
FGP,"{'AVG': 0.49308536585365803, 'STDEV': 0.052476967603672}"
FG3M,"{'AVG': 2.768292682926829, 'STDEV': 1.43414086199528}"
FG3A,"{'AVG': 7.268292682926829, 'STDEV': 2.5193021789445362}"
FG3P,"{'AVG': 0.381897032506788, 'STDEV': 0.177618243780602}"
FTM,"{'AVG': 22.695121951219512, 'STDEV': 7.219125873677922}"
FTA,"{'AVG': 29.23170731707317, 'STDEV': 29.23170731707317}"
FTP,"{'AVG': 0.7753414634146341, 'STDEV': 0.7753414634146341}"
OREB,"{'AVG': 13.268292682926829, 'STDEV': 4.024765250382504}"
DREB,"{'AVG': 31.195121951219512, 'STDEV': 4.821349189763758}"
REB,"{'AVG': 44.46341463414634, 'STDEV': 6.324936191453321}"
AST,"{'AVG': 26.853658536585368, 'STDEV': 5.668021518250083}"
BLK,"{'AVG': 7.085365853658536, 'STDEV': 3.111909498795904}"
TOV,"{'AVG': 14.78048780487805, 'STDEV': 4.027756751650567}"
PF,"{'AVG': 22.585365853658537, 'STDEV': 4.323211025175888}"
