,0
Team_ID,1610612745
Season,1991-92
FGM,"{'AVG': 39.91463414634146, 'STDEV': 5.340738422871475}"
FGA,"{'AVG': 84.07317073170732, 'STDEV': 7.446567670360369}"
FGP,"{'AVG': 0.47619512195121905, 'STDEV': 0.06000523413885601}"
FG3M,"{'AVG': 4.012195121951219, 'STDEV': 2.185778401557818}"
FG3A,"{'AVG': 11.695121951219512, 'STDEV': 4.270741758773232}"
FG3P,"{'AVG': 0.340352202773859, 'STDEV': 0.13848792579097302}"
FTM,"{'AVG': 18.182926829268293, 'STDEV': 6.674306823545563}"
FTA,"{'AVG': 24.634146341463413, 'STDEV': 24.634146341463413}"
FTP,"{'AVG': 0.736853658536585, 'STDEV': 0.736853658536585}"
OREB,"{'AVG': 13.097560975609756, 'STDEV': 3.977125198169537}"
DREB,"{'AVG': 29.658536585365855, 'STDEV': 5.558264921995841}"
REB,"{'AVG': 42.75609756097561, 'STDEV': 6.706475543278047}"
AST,"{'AVG': 25.097560975609756, 'STDEV': 6.177637400678415}"
BLK,"{'AVG': 6.963414634146342, 'STDEV': 2.995655792714706}"
TOV,"{'AVG': 16.353658536585368, 'STDEV': 3.742884446617167}"
PF,"{'AVG': 21.573170731707318, 'STDEV': 3.6549661389216253}"
