,0
Team_ID,1610612737
Season,1991-92
FGM,"{'AVG': 42.58536585365854, 'STDEV': 5.291388810464696}"
FGA,"{'AVG': 91.17073170731707, 'STDEV': 7.917483198512979}"
FGP,"{'AVG': 0.468048780487804, 'STDEV': 0.051468533462359}"
FG3M,"{'AVG': 2.560975609756097, 'STDEV': 2.097014697462342}"
FG3A,"{'AVG': 8.182926829268293, 'STDEV': 3.566400297358626}"
FG3P,"{'AVG': 0.28355811390150204, 'STDEV': 0.18186749278813402}"
FTM,"{'AVG': 18.5, 'STDEV': 6.010792762159549}"
FTA,"{'AVG': 25.29268292682927, 'STDEV': 25.29268292682927}"
FTP,"{'AVG': 0.7332804878048781, 'STDEV': 0.7332804878048781}"
OREB,"{'AVG': 15.707317073170731, 'STDEV': 4.7880710951074725}"
DREB,"{'AVG': 30.463414634146343, 'STDEV': 5.298951962419561}"
REB,"{'AVG': 46.170731707317074, 'STDEV': 6.836367669660892}"
AST,"{'AVG': 25.890243902439025, 'STDEV': 5.539991749249495}"
BLK,"{'AVG': 3.902439024390244, 'STDEV': 2.046434756420408}"
TOV,"{'AVG': 14.914634146341463, 'STDEV': 3.695847584881103}"
PF,"{'AVG': 21.597560975609756, 'STDEV': 4.621099639582782}"
