,0
Team_ID,1610612753
Season,1991-92
FGM,"{'AVG': 39.26829268292683, 'STDEV': 4.502533663923082}"
FGA,"{'AVG': 86.60975609756098, 'STDEV': 7.421616904060824}"
FGP,"{'AVG': 0.45556097560975606, 'STDEV': 0.056484040696088006}"
FG3M,"{'AVG': 2.402439024390244, 'STDEV': 1.8649446825778981}"
FG3A,"{'AVG': 7.414634146341464, 'STDEV': 3.6036717198572132}"
FG3P,"{'AVG': 0.306611077198368, 'STDEV': 0.17870926551638402}"
FTM,"{'AVG': 20.646341463414632, 'STDEV': 5.9241542631682975}"
FTA,"{'AVG': 27.658536585365855, 'STDEV': 27.658536585365855}"
FTP,"{'AVG': 0.7473048780487801, 'STDEV': 0.7473048780487801}"
OREB,"{'AVG': 14.28048780487805, 'STDEV': 3.9542894048590203}"
DREB,"{'AVG': 28.402439024390244, 'STDEV': 5.281834127980103}"
REB,"{'AVG': 42.68292682926829, 'STDEV': 6.965307414414385}"
AST,"{'AVG': 21.853658536585368, 'STDEV': 4.823097593920507}"
BLK,"{'AVG': 4.475609756097561, 'STDEV': 2.272897806418529}"
TOV,"{'AVG': 16.463414634146343, 'STDEV': 4.672470258844158}"
PF,"{'AVG': 24.109756097560975, 'STDEV': 3.678452766394043}"
