,0
Team_ID,1610612738
Season,1991-92
FGM,"{'AVG': 43.207317073170735, 'STDEV': 5.463092338430994}"
FGA,"{'AVG': 87.7560975609756, 'STDEV': 6.699108058576739}"
FGP,"{'AVG': 0.49374390243902405, 'STDEV': 0.06124970364768}"
FG3M,"{'AVG': 1.341463414634146, 'STDEV': 1.239469342796104}"
FG3A,"{'AVG': 4.378048780487805, 'STDEV': 2.344630029002386}"
FG3P,"{'AVG': 0.27948606271777005, 'STDEV': 0.275403585824168}"
FTM,"{'AVG': 18.890243902439025, 'STDEV': 5.908784206922326}"
FTA,"{'AVG': 23.378048780487806, 'STDEV': 23.378048780487806}"
FTP,"{'AVG': 0.805426829268292, 'STDEV': 0.805426829268292}"
OREB,"{'AVG': 13.353658536585366, 'STDEV': 3.9980611079251913}"
DREB,"{'AVG': 31.5, 'STDEV': 5.104464277037851}"
REB,"{'AVG': 44.853658536585364, 'STDEV': 5.833326880884288}"
AST,"{'AVG': 25.26829268292683, 'STDEV': 5.739292296217999}"
BLK,"{'AVG': 5.902439024390244, 'STDEV': 2.942283299540442}"
TOV,"{'AVG': 13.865853658536585, 'STDEV': 3.677634086222682}"
PF,"{'AVG': 20.5609756097561, 'STDEV': 4.312192192559443}"
