,0
Team_ID,1610612750
Season,1991-92
FGM,"{'AVG': 41.048780487804876, 'STDEV': 4.873466682637224}"
FGA,"{'AVG': 89.53658536585365, 'STDEV': 7.468774705648432}"
FGP,"{'AVG': 0.45984146341463406, 'STDEV': 0.052502432515591}"
FG3M,"{'AVG': 1.5365853658536581, 'STDEV': 1.3165154338952632}"
FG3A,"{'AVG': 4.804878048780488, 'STDEV': 2.10489743095022}"
FG3P,"{'AVG': 0.313569492837785, 'STDEV': 0.26167453344859704}"
FTM,"{'AVG': 16.817073170731707, 'STDEV': 5.8649998658720115}"
FTA,"{'AVG': 22.646341463414632, 'STDEV': 22.646341463414632}"
FTP,"{'AVG': 0.7445121951219511, 'STDEV': 0.7445121951219511}"
OREB,"{'AVG': 14.231707317073171, 'STDEV': 3.913568610782724}"
DREB,"{'AVG': 26.4390243902439, 'STDEV': 4.519088624866497}"
REB,"{'AVG': 40.670731707317074, 'STDEV': 6.32271015115555}"
AST,"{'AVG': 24.695121951219512, 'STDEV': 5.198976690361248}"
BLK,"{'AVG': 6.414634146341464, 'STDEV': 2.854285145471478}"
TOV,"{'AVG': 13.451219512195122, 'STDEV': 3.559554830761119}"
PF,"{'AVG': 22.75609756097561, 'STDEV': 3.8699889163389822}"
