,0
Team_ID,1610612746
Season,1991-92
FGM,"{'AVG': 40.81707317073171, 'STDEV': 5.033537029924085}"
FGA,"{'AVG': 86.29268292682927, 'STDEV': 6.408882348736933}"
FGP,"{'AVG': 0.47397560975609704, 'STDEV': 0.055130367516125}"
FG3M,"{'AVG': 1.768292682926829, 'STDEV': 1.493184355067184}"
FG3A,"{'AVG': 6.121951219512195, 'STDEV': 3.382563290959117}"
FG3P,"{'AVG': 0.273428773123895, 'STDEV': 0.22019766287549003}"
FTM,"{'AVG': 19.524390243902438, 'STDEV': 6.885708243795192}"
FTA,"{'AVG': 27.109756097560975, 'STDEV': 27.109756097560975}"
FTP,"{'AVG': 0.7186463414634141, 'STDEV': 0.7186463414634141}"
OREB,"{'AVG': 13.804878048780488, 'STDEV': 3.9982682189138323}"
DREB,"{'AVG': 29.182926829268293, 'STDEV': 4.779400367318389}"
REB,"{'AVG': 42.98780487804878, 'STDEV': 6.430048868809984}"
AST,"{'AVG': 25.036585365853657, 'STDEV': 5.735841660502066}"
BLK,"{'AVG': 6.073170731707317, 'STDEV': 2.547235188649309}"
TOV,"{'AVG': 15.24390243902439, 'STDEV': 4.081155051975553}"
PF,"{'AVG': 22.841463414634145, 'STDEV': 3.536300334275999}"
