,0
Team_ID,1610612764
Season,1991-92
FGM,"{'AVG': 41.02439024390244, 'STDEV': 5.030709666345707}"
FGA,"{'AVG': 89.03658536585365, 'STDEV': 7.6697982685515935}"
FGP,"{'AVG': 0.461768292682926, 'STDEV': 0.050852558302783006}"
FG3M,"{'AVG': 1.7804878048780481, 'STDEV': 1.5397962847775921}"
FG3A,"{'AVG': 6.548780487804878, 'STDEV': 2.7404263839837633}"
FG3P,"{'AVG': 0.25321595748425, 'STDEV': 0.18972711151770602}"
FTM,"{'AVG': 18.548780487804876, 'STDEV': 6.496252365073703}"
FTA,"{'AVG': 23.853658536585368, 'STDEV': 23.853658536585368}"
FTP,"{'AVG': 0.7742926829268291, 'STDEV': 0.7742926829268291}"
OREB,"{'AVG': 13.036585365853659, 'STDEV': 4.089870419484981}"
DREB,"{'AVG': 28.597560975609756, 'STDEV': 5.062229431507794}"
REB,"{'AVG': 41.63414634146341, 'STDEV': 6.418553729487647}"
AST,"{'AVG': 24.524390243902438, 'STDEV': 4.917154676988971}"
BLK,"{'AVG': 5.146341463414634, 'STDEV': 2.445060282119406}"
TOV,"{'AVG': 14.792682926829269, 'STDEV': 3.47028943496374}"
PF,"{'AVG': 22.585365853658537, 'STDEV': 4.559486703599552}"
