,0
Team_ID,1610612766
Season,1991-92
FGM,"{'AVG': 44.0609756097561, 'STDEV': 4.917460854816948}"
FGA,"{'AVG': 92.29268292682927, 'STDEV': 7.859079525277956}"
FGP,"{'AVG': 0.479560975609756, 'STDEV': 0.057490546203181}"
FG3M,"{'AVG': 1.426829268292682, 'STDEV': 1.352003431627594}"
FG3A,"{'AVG': 4.5, 'STDEV': 2.404984535768151}"
FG3P,"{'AVG': 0.297218499657524, 'STDEV': 0.232817278676959}"
FTM,"{'AVG': 19.963414634146343, 'STDEV': 7.099721994124648}"
FTA,"{'AVG': 26.4390243902439, 'STDEV': 26.4390243902439}"
FTP,"{'AVG': 0.7509390243902431, 'STDEV': 0.7509390243902431}"
OREB,"{'AVG': 14.195121951219512, 'STDEV': 4.492625024924061}"
DREB,"{'AVG': 28.865853658536587, 'STDEV': 5.110536670912316}"
REB,"{'AVG': 43.0609756097561, 'STDEV': 6.862579799577606}"
AST,"{'AVG': 27.853658536585368, 'STDEV': 5.011399230986655}"
BLK,"{'AVG': 3.780487804878048, 'STDEV': 2.393532387491947}"
TOV,"{'AVG': 15.060975609756097, 'STDEV': 4.530684304937027}"
PF,"{'AVG': 22.182926829268293, 'STDEV': 4.491770386435229}"
