,0
Team_ID,1610612762
Season,1991-92
FGM,"{'AVG': 41.207317073170735, 'STDEV': 4.8374511319267075}"
FGA,"{'AVG': 83.73170731707317, 'STDEV': 6.92472539097686}"
FGP,"{'AVG': 0.49325609756097505, 'STDEV': 0.052016334323314005}"
FG3M,"{'AVG': 1.926829268292682, 'STDEV': 1.5774685753742559}"
FG3A,"{'AVG': 5.585365853658536, 'STDEV': 3.223950569085396}"
FG3P,"{'AVG': 0.35234335447750004, 'STDEV': 0.237575305575382}"
FTM,"{'AVG': 23.914634146341463, 'STDEV': 6.856917241882791}"
FTA,"{'AVG': 30.365853658536587, 'STDEV': 30.365853658536587}"
FTP,"{'AVG': 0.787865853658536, 'STDEV': 0.787865853658536}"
OREB,"{'AVG': 13.378048780487806, 'STDEV': 3.949184144225044}"
DREB,"{'AVG': 31.01219512195122, 'STDEV': 5.55220766333231}"
REB,"{'AVG': 44.390243902439025, 'STDEV': 7.2106849686805035}"
AST,"{'AVG': 26.682926829268293, 'STDEV': 4.721576553977894}"
BLK,"{'AVG': 5.463414634146342, 'STDEV': 2.8423391599227052}"
TOV,"{'AVG': 15.170731707317072, 'STDEV': 3.864382716422149}"
PF,"{'AVG': 21.29268292682927, 'STDEV': 4.9428531893340555}"
