,0
Team_ID,1610612752
Season,1991-92
FGM,"{'AVG': 40.390243902439025, 'STDEV': 5.367382279321063}"
FGA,"{'AVG': 84.71951219512195, 'STDEV': 7.752776309158509}"
FGP,"{'AVG': 0.47824390243902404, 'STDEV': 0.059562926777579}"
FG3M,"{'AVG': 2.451219512195122, 'STDEV': 1.8800606703133331}"
FG3A,"{'AVG': 7.536585365853658, 'STDEV': 3.2893209999589352}"
FG3P,"{'AVG': 0.32635609647804703, 'STDEV': 0.219857316067907}"
FTM,"{'AVG': 18.329268292682926, 'STDEV': 6.581033124734959}"
FTA,"{'AVG': 24.98780487804878, 'STDEV': 24.98780487804878}"
FTP,"{'AVG': 0.7365121951219511, 'STDEV': 0.7365121951219511}"
OREB,"{'AVG': 14.451219512195122, 'STDEV': 5.140381018265855}"
DREB,"{'AVG': 30.353658536585368, 'STDEV': 5.574128844563106}"
REB,"{'AVG': 44.80487804878049, 'STDEV': 7.854288793651536}"
AST,"{'AVG': 25.975609756097562, 'STDEV': 5.246928813056868}"
BLK,"{'AVG': 4.658536585365853, 'STDEV': 2.5638489208158193}"
TOV,"{'AVG': 14.682926829268293, 'STDEV': 3.7577181438874483}"
PF,"{'AVG': 23.23170731707317, 'STDEV': 3.67607809159454}"
