,0
Team_ID,1610612761
Season,2002-03
FGM,"{'AVG': 34.71951219512195, 'STDEV': 4.72522620856099}"
FGA,"{'AVG': 81.26829268292683, 'STDEV': 6.42727363909439}"
FGP,"{'AVG': 0.427646341463414, 'STDEV': 0.051405762263167}"
FG3M,"{'AVG': 4.987804878048781, 'STDEV': 2.185778401557818}"
FG3A,"{'AVG': 14.548780487804878, 'STDEV': 3.76518305434158}"
FG3P,"{'AVG': 0.33974182529830405, 'STDEV': 0.119426653792066}"
FTM,"{'AVG': 16.463414634146343, 'STDEV': 5.439215452575516}"
FTA,"{'AVG': 22.914634146341463, 'STDEV': 22.914634146341463}"
FTP,"{'AVG': 0.720365853658536, 'STDEV': 0.720365853658536}"
OREB,"{'AVG': 12.475609756097562, 'STDEV': 3.425487654771224}"
DREB,"{'AVG': 28.71951219512195, 'STDEV': 5.545044256675633}"
REB,"{'AVG': 41.19512195121951, 'STDEV': 6.399149296065794}"
AST,"{'AVG': 19.304878048780488, 'STDEV': 3.980474022240871}"
BLK,"{'AVG': 4.7804878048780495, 'STDEV': 2.63417422225311}"
TOV,"{'AVG': 13.487804878048781, 'STDEV': 3.8625901321986813}"
PF,"{'AVG': 21.475609756097562, 'STDEV': 3.894363162112922}"
