,0
Team_ID,1610612741
Season,2002-03
FGM,"{'AVG': 36.47560975609756, 'STDEV': 4.884406050188039}"
FGA,"{'AVG': 81.8780487804878, 'STDEV': 6.817534118314422}"
FGP,"{'AVG': 0.44652439024390206, 'STDEV': 0.057014883395793005}"
FG3M,"{'AVG': 4.256097560975609, 'STDEV': 2.59063353522283}"
FG3A,"{'AVG': 12.158536585365853, 'STDEV': 4.044412430261334}"
FG3P,"{'AVG': 0.34241620884045104, 'STDEV': 0.163370277114454}"
FTM,"{'AVG': 17.74390243902439, 'STDEV': 5.005702860355059}"
FTA,"{'AVG': 24.5609756097561, 'STDEV': 24.5609756097561}"
FTP,"{'AVG': 0.7254878048780481, 'STDEV': 0.7254878048780481}"
OREB,"{'AVG': 12.012195121951219, 'STDEV': 4.149948393072027}"
DREB,"{'AVG': 30.98780487804878, 'STDEV': 5.297317985358308}"
REB,"{'AVG': 43, 'STDEV': 6.896053621859068}"
AST,"{'AVG': 21.73170731707317, 'STDEV': 5.050482877507376}"
BLK,"{'AVG': 5.621951219512195, 'STDEV': 2.632373214103925}"
TOV,"{'AVG': 16.21951219512195, 'STDEV': 4.055249273804133}"
PF,"{'AVG': 24.73170731707317, 'STDEV': 4.030895438576387}"
