,0
Team_ID,1610612745
Season,2002-03
FGM,"{'AVG': 34.63414634146341, 'STDEV': 4.6943943327291215}"
FGA,"{'AVG': 78.79268292682927, 'STDEV': 7.019791782072708}"
FGP,"{'AVG': 0.44120731707317, 'STDEV': 0.057805065736592005}"
FG3M,"{'AVG': 5.353658536585366, 'STDEV': 2.9454796973320603}"
FG3A,"{'AVG': 15.451219512195122, 'STDEV': 5.416373072440772}"
FG3P,"{'AVG': 0.334577458865082, 'STDEV': 0.14177778431885701}"
FTM,"{'AVG': 19.134146341463413, 'STDEV': 6.060929715427892}"
FTA,"{'AVG': 24.926829268292682, 'STDEV': 24.926829268292682}"
FTP,"{'AVG': 0.770439024390243, 'STDEV': 0.770439024390243}"
OREB,"{'AVG': 12.487804878048781, 'STDEV': 4.9372454519514655}"
DREB,"{'AVG': 31.26829268292683, 'STDEV': 4.562457591178664}"
REB,"{'AVG': 43.75609756097561, 'STDEV': 6.812408750069147}"
AST,"{'AVG': 18.365853658536587, 'STDEV': 4.649471482301998}"
BLK,"{'AVG': 6.012195121951219, 'STDEV': 2.9165085774681083}"
TOV,"{'AVG': 14.609756097560975, 'STDEV': 3.97136695551201}"
PF,"{'AVG': 19.536585365853657, 'STDEV': 3.900601795770226}"
