,0
Team_ID,1610612740
Season,2002-03
FGM,"{'AVG': 35.53658536585366, 'STDEV': 4.608620805315903}"
FGA,"{'AVG': 81.64634146341463, 'STDEV': 6.019252960538452}"
FGP,"{'AVG': 0.43574390243902406, 'STDEV': 0.050764722604641}"
FG3M,"{'AVG': 4.926829268292683, 'STDEV': 1.844447709534446}"
FG3A,"{'AVG': 13.109756097560975, 'STDEV': 4.115631441467931}"
FG3P,"{'AVG': 0.38370453364459606, 'STDEV': 0.111535308529269}"
FTM,"{'AVG': 17.890243902439025, 'STDEV': 5.743501099333818}"
FTA,"{'AVG': 23.29268292682927, 'STDEV': 23.29268292682927}"
FTP,"{'AVG': 0.767085365853658, 'STDEV': 0.767085365853658}"
OREB,"{'AVG': 13.378048780487806, 'STDEV': 3.690629588975733}"
DREB,"{'AVG': 30.182926829268293, 'STDEV': 4.896781630852958}"
REB,"{'AVG': 43.5609756097561, 'STDEV': 6.144550051283748}"
AST,"{'AVG': 22.036585365853657, 'STDEV': 5.283202176082555}"
BLK,"{'AVG': 4.804878048780488, 'STDEV': 2.099024020061739}"
TOV,"{'AVG': 14.036585365853659, 'STDEV': 3.476357970568664}"
PF,"{'AVG': 21.573170731707318, 'STDEV': 4.360401181579279}"
