,0
Team_ID,1610612742
Season,2002-03
FGM,"{'AVG': 38.548780487804876, 'STDEV': 4.820615295557479}"
FGA,"{'AVG': 85.14634146341463, 'STDEV': 6.522746432122418}"
FGP,"{'AVG': 0.45328048780487806, 'STDEV': 0.04984179276402401}"
FG3M,"{'AVG': 7.7560975609756095, 'STDEV': 3.156654642746689}"
FG3A,"{'AVG': 20.341463414634145, 'STDEV': 5.542695141978909}"
FG3P,"{'AVG': 0.37758679011412205, 'STDEV': 0.118297614585501}"
FTM,"{'AVG': 18.121951219512194, 'STDEV': 6.147146771445257}"
FTA,"{'AVG': 21.865853658536587, 'STDEV': 21.865853658536587}"
FTP,"{'AVG': 0.8278292682926821, 'STDEV': 0.8278292682926821}"
OREB,"{'AVG': 11.121951219512194, 'STDEV': 4.134737646453339}"
DREB,"{'AVG': 31.024390243902438, 'STDEV': 5.163919484114965}"
REB,"{'AVG': 42.146341463414636, 'STDEV': 7.004622726191915}"
AST,"{'AVG': 22.402439024390244, 'STDEV': 5.037782571427315}"
BLK,"{'AVG': 5.475609756097561, 'STDEV': 2.794286983662225}"
TOV,"{'AVG': 11.073170731707316, 'STDEV': 3.130023814861785}"
PF,"{'AVG': 21.097560975609756, 'STDEV': 3.9553363113321023}"
