,0
Team_ID,1610612748
Season,2002-03
FGM,"{'AVG': 32.78048780487805, 'STDEV': 4.966615436583667}"
FGA,"{'AVG': 79.47560975609755, 'STDEV': 7.048729173187226}"
FGP,"{'AVG': 0.41391463414634105, 'STDEV': 0.061753032857896004}"
FG3M,"{'AVG': 4.2439024390243905, 'STDEV': 2.375601161654295}"
FG3A,"{'AVG': 13.414634146341463, 'STDEV': 5.013441733245416}"
FG3P,"{'AVG': 0.31513263109496004, 'STDEV': 0.152544627749336}"
FTM,"{'AVG': 15.75609756097561, 'STDEV': 5.5656818281848075}"
FTA,"{'AVG': 20.597560975609756, 'STDEV': 20.597560975609756}"
FTP,"{'AVG': 0.764768292682926, 'STDEV': 0.764768292682926}"
OREB,"{'AVG': 11.560975609756097, 'STDEV': 4.251644739045361}"
DREB,"{'AVG': 30.048780487804876, 'STDEV': 5.277257141628958}"
REB,"{'AVG': 41.609756097560975, 'STDEV': 6.247480672606518}"
AST,"{'AVG': 18.304878048780488, 'STDEV': 3.876771675881829}"
BLK,"{'AVG': 3.951219512195122, 'STDEV': 2.193719649781347}"
TOV,"{'AVG': 13.378048780487806, 'STDEV': 3.786396195030208}"
PF,"{'AVG': 22.634146341463413, 'STDEV': 4.197330707097016}"
