,0
Team_ID,1610612756
Season,2002-03
FGM,"{'AVG': 36.646341463414636, 'STDEV': 4.528025081779309}"
FGA,"{'AVG': 82.63414634146342, 'STDEV': 8.373255772113579}"
FGP,"{'AVG': 0.44532926829268205, 'STDEV': 0.051606070768842}"
FG3M,"{'AVG': 4.804878048780488, 'STDEV': 2.5064806096741883}"
FG3A,"{'AVG': 14.012195121951219, 'STDEV': 4.161830978939421}"
FG3P,"{'AVG': 0.337918213865391, 'STDEV': 0.145039134333596}"
FTM,"{'AVG': 17.4390243902439, 'STDEV': 5.687537949352399}"
FTA,"{'AVG': 23.51219512195122, 'STDEV': 23.51219512195122}"
FTP,"{'AVG': 0.7469634146341461, 'STDEV': 0.7469634146341461}"
OREB,"{'AVG': 12.792682926829269, 'STDEV': 4.487947659512054}"
DREB,"{'AVG': 29.75609756097561, 'STDEV': 4.7805185307101485}"
REB,"{'AVG': 42.548780487804876, 'STDEV': 6.923127172922225}"
AST,"{'AVG': 20.963414634146343, 'STDEV': 4.426198999033195}"
BLK,"{'AVG': 4.926829268292683, 'STDEV': 2.281327790785299}"
TOV,"{'AVG': 14.207317073170731, 'STDEV': 3.592646140838971}"
PF,"{'AVG': 21.963414634146343, 'STDEV': 3.907716715003976}"
