,0
Team_ID,1610612759
Season,2002-03
FGM,"{'AVG': 35.46341463414634, 'STDEV': 4.856445689960538}"
FGA,"{'AVG': 76.79268292682927, 'STDEV': 6.630899990826802}"
FGP,"{'AVG': 0.46191463414634104, 'STDEV': 0.051867400075627006}"
FG3M,"{'AVG': 5.475609756097561, 'STDEV': 2.568689004892235}"
FG3A,"{'AVG': 15.487804878048781, 'STDEV': 4.969645893535715}"
FG3P,"{'AVG': 0.35002907913961, 'STDEV': 0.12322631417546101}"
FTM,"{'AVG': 19.402439024390244, 'STDEV': 6.294931835788512}"
FTA,"{'AVG': 26.75609756097561, 'STDEV': 26.75609756097561}"
FTP,"{'AVG': 0.722365853658536, 'STDEV': 0.722365853658536}"
OREB,"{'AVG': 11.451219512195122, 'STDEV': 3.692342556718943}"
DREB,"{'AVG': 31.170731707317074, 'STDEV': 4.921118205882296}"
REB,"{'AVG': 42.6219512195122, 'STDEV': 5.051928476426049}"
AST,"{'AVG': 19.951219512195124, 'STDEV': 5.216077801397508}"
BLK,"{'AVG': 6.451219512195122, 'STDEV': 2.802787144679382}"
TOV,"{'AVG': 15.365853658536585, 'STDEV': 4.12014681244462}"
PF,"{'AVG': 20.390243902439025, 'STDEV': 4.026934310337975}"
