,0
Team_ID,1610612737
Season,2002-03
FGM,"{'AVG': 34.86585365853659, 'STDEV': 4.708180941806392}"
FGA,"{'AVG': 78.46341463414635, 'STDEV': 7.254109302772693}"
FGP,"{'AVG': 0.444963414634146, 'STDEV': 0.049666901595753}"
FG3M,"{'AVG': 4.902439024390244, 'STDEV': 2.203307032383849}"
FG3A,"{'AVG': 13.914634146341463, 'STDEV': 4.064909211967185}"
FG3P,"{'AVG': 0.35489443362857603, 'STDEV': 0.13581452741674102}"
FTM,"{'AVG': 19.4390243902439, 'STDEV': 6.543487122917935}"
FTA,"{'AVG': 24.524390243902438, 'STDEV': 24.524390243902438}"
FTP,"{'AVG': 0.7886341463414631, 'STDEV': 0.7886341463414631}"
OREB,"{'AVG': 11.426829268292684, 'STDEV': 3.464210268633477}"
DREB,"{'AVG': 31.195121951219512, 'STDEV': 5.198382997376533}"
REB,"{'AVG': 42.6219512195122, 'STDEV': 6.038232600344465}"
AST,"{'AVG': 20.475609756097562, 'STDEV': 4.696270150588768}"
BLK,"{'AVG': 5.768292682926829, 'STDEV': 2.961892873613192}"
TOV,"{'AVG': 15.926829268292684, 'STDEV': 4.250723940680403}"
PF,"{'AVG': 21.74390243902439, 'STDEV': 4.537391907659915}"
