,0
Team_ID,1610612746
Season,2002-03
FGM,"{'AVG': 34.573170731707314, 'STDEV': 5.166440826139112}"
FGA,"{'AVG': 79.14634146341463, 'STDEV': 7.31837186106159}"
FGP,"{'AVG': 0.43806097560975604, 'STDEV': 0.06114127489129301}"
FG3M,"{'AVG': 4.7560975609756095, 'STDEV': 2.40658035963925}"
FG3A,"{'AVG': 14.365853658536585, 'STDEV': 4.443089224274367}"
FG3P,"{'AVG': 0.33047453365224205, 'STDEV': 0.134299232721617}"
FTM,"{'AVG': 19.914634146341463, 'STDEV': 6.096348268445435}"
FTA,"{'AVG': 26.548780487804876, 'STDEV': 26.548780487804876}"
FTP,"{'AVG': 0.7477439024390241, 'STDEV': 0.7477439024390241}"
OREB,"{'AVG': 12.292682926829269, 'STDEV': 4.249873795883764}"
DREB,"{'AVG': 30.024390243902438, 'STDEV': 5.303098581195615}"
REB,"{'AVG': 42.31707317073171, 'STDEV': 6.956439505032192}"
AST,"{'AVG': 19.573170731707318, 'STDEV': 4.357568944525523}"
BLK,"{'AVG': 5.621951219512195, 'STDEV': 2.417223404082752}"
TOV,"{'AVG': 15.195121951219512, 'STDEV': 3.8791593348866353}"
PF,"{'AVG': 21.75609756097561, 'STDEV': 3.6668719660025912}"
