,0
Team_ID,1610612763
Season,2002-03
FGM,"{'AVG': 37.18292682926829, 'STDEV': 5.911127921405687}"
FGA,"{'AVG': 82.23170731707317, 'STDEV': 7.209901936779063}"
FGP,"{'AVG': 0.452719512195121, 'STDEV': 0.06498628048758401}"
FG3M,"{'AVG': 5.695121951219512, 'STDEV': 2.5900523107842073}"
FG3A,"{'AVG': 15.597560975609756, 'STDEV': 4.8147401147704}"
FG3P,"{'AVG': 0.36375270816980304, 'STDEV': 0.127509270093162}"
FTM,"{'AVG': 17.4390243902439, 'STDEV': 5.326610487293809}"
FTA,"{'AVG': 23.609756097560975, 'STDEV': 23.609756097560975}"
FTP,"{'AVG': 0.746036585365853, 'STDEV': 0.746036585365853}"
OREB,"{'AVG': 11.5, 'STDEV': 4.306899431847624}"
DREB,"{'AVG': 30.073170731707318, 'STDEV': 5.079079550627449}"
REB,"{'AVG': 41.573170731707314, 'STDEV': 6.283489020185132}"
AST,"{'AVG': 23.073170731707318, 'STDEV': 5.355925500834642}"
BLK,"{'AVG': 6.097560975609756, 'STDEV': 2.826723252829665}"
TOV,"{'AVG': 14.804878048780488, 'STDEV': 3.988994193565881}"
PF,"{'AVG': 20.463414634146343, 'STDEV': 4.7614582317419}"
