,0
Team_ID,1610612746
Season,1997-98
FGM,"{'AVG': 35.73170731707317, 'STDEV': 5.568981067978356}"
FGA,"{'AVG': 81.58536585365853, 'STDEV': 6.562051808586451}"
FGP,"{'AVG': 0.4385, 'STDEV': 0.061879462677325005}"
FG3M,"{'AVG': 6.402439024390244, 'STDEV': 2.463861047556897}"
FG3A,"{'AVG': 17.902439024390244, 'STDEV': 4.376169349470884}"
FG3P,"{'AVG': 0.363166974241097, 'STDEV': 0.12015811290964401}"
FTM,"{'AVG': 18.048780487804876, 'STDEV': 6.371042589687701}"
FTA,"{'AVG': 24.963414634146343, 'STDEV': 24.963414634146343}"
FTP,"{'AVG': 0.721292682926829, 'STDEV': 0.721292682926829}"
OREB,"{'AVG': 12.682926829268293, 'STDEV': 3.460100793438362}"
DREB,"{'AVG': 27.75609756097561, 'STDEV': 4.99768088342849}"
REB,"{'AVG': 40.4390243902439, 'STDEV': 5.877552108618113}"
AST,"{'AVG': 18.695121951219512, 'STDEV': 5.442605186811937}"
BLK,"{'AVG': 5.560975609756097, 'STDEV': 2.703895502471695}"
TOV,"{'AVG': 15.207317073170731, 'STDEV': 3.844951170452194}"
PF,"{'AVG': 22.28048780487805, 'STDEV': 5.006845659975191}"
