,0
Team_ID,1610612742
Season,1997-98
FGM,"{'AVG': 35.146341463414636, 'STDEV': 4.414124219219936}"
FGA,"{'AVG': 82.36585365853658, 'STDEV': 7.474255725153271}"
FGP,"{'AVG': 0.427390243902439, 'STDEV': 0.044441598824891}"
FG3M,"{'AVG': 5.146341463414634, 'STDEV': 2.504918377810768}"
FG3A,"{'AVG': 14.426829268292684, 'STDEV': 5.003777555241906}"
FG3P,"{'AVG': 0.357828511436426, 'STDEV': 0.136621595313175}"
FTM,"{'AVG': 15.951219512195122, 'STDEV': 5.427189070824673}"
FTA,"{'AVG': 21.195121951219512, 'STDEV': 21.195121951219512}"
FTP,"{'AVG': 0.7480243902439021, 'STDEV': 0.7480243902439021}"
OREB,"{'AVG': 12.292682926829269, 'STDEV': 4.114076422698498}"
DREB,"{'AVG': 27.804878048780488, 'STDEV': 5.47145008515357}"
REB,"{'AVG': 40.09756097560975, 'STDEV': 7.051153055338986}"
AST,"{'AVG': 18.71951219512195, 'STDEV': 4.761663756967447}"
BLK,"{'AVG': 5.682926829268292, 'STDEV': 2.827894775053958}"
TOV,"{'AVG': 13.536585365853659, 'STDEV': 4.025214117305261}"
PF,"{'AVG': 20.036585365853657, 'STDEV': 3.766142611696356}"
