,0
Team_ID,1610612766
Season,1997-98
FGM,"{'AVG': 36.19512195121951, 'STDEV': 5.366652920134785}"
FGA,"{'AVG': 77.36585365853658, 'STDEV': 6.519698915872452}"
FGP,"{'AVG': 0.469048780487804, 'STDEV': 0.064715693984358}"
FG3M,"{'AVG': 4.219512195121951, 'STDEV': 2.49950311231881}"
FG3A,"{'AVG': 11.024390243902438, 'STDEV': 3.674992600164205}"
FG3P,"{'AVG': 0.370114453207366, 'STDEV': 0.15523770868594503}"
FTM,"{'AVG': 20.01219512195122, 'STDEV': 6.643466859409677}"
FTA,"{'AVG': 26.658536585365855, 'STDEV': 26.658536585365855}"
FTP,"{'AVG': 0.755365853658536, 'STDEV': 0.755365853658536}"
OREB,"{'AVG': 12.012195121951219, 'STDEV': 3.9984376653796323}"
DREB,"{'AVG': 28.548780487804876, 'STDEV': 4.444867866009207}"
REB,"{'AVG': 40.5609756097561, 'STDEV': 5.665789825353283}"
AST,"{'AVG': 23.670731707317074, 'STDEV': 6.081859036062722}"
BLK,"{'AVG': 3.804878048780487, 'STDEV': 2.10489743095022}"
TOV,"{'AVG': 14.560975609756097, 'STDEV': 3.8907854453970883}"
PF,"{'AVG': 21.426829268292682, 'STDEV': 3.931608183525212}"
