,0
Team_ID,1610612757
Season,1997-98
FGM,"{'AVG': 35.10344827586207, 'STDEV': 5.135667008294511}"
FGA,"{'AVG': 77.91379310344827, 'STDEV': 6.341964062257776}"
FGP,"{'AVG': 0.45065517241379305, 'STDEV': 0.056186891061552}"
FG3M,"{'AVG': 3.568965517241379, 'STDEV': 1.81718954939742}"
FG3A,"{'AVG': 12.275862068965518, 'STDEV': 4.595165665067276}"
FG3P,"{'AVG': 0.30220686845070005, 'STDEV': 0.125747262345316}"
FTM,"{'AVG': 19.862068965517242, 'STDEV': 7.404238416034164}"
FTA,"{'AVG': 26.689655172413794, 'STDEV': 26.689655172413794}"
FTP,"{'AVG': 0.743741379310344, 'STDEV': 0.743741379310344}"
OREB,"{'AVG': 12.931034482758621, 'STDEV': 3.302641521015252}"
DREB,"{'AVG': 30.43103448275862, 'STDEV': 4.924382832344763}"
REB,"{'AVG': 43.36206896551724, 'STDEV': 6.077563788986127}"
AST,"{'AVG': 21.75862068965517, 'STDEV': 5.106962378047492}"
BLK,"{'AVG': 5.241379310344827, 'STDEV': 2.903780625972794}"
TOV,"{'AVG': 15.775862068965518, 'STDEV': 3.861838047283738}"
PF,"{'AVG': 21.689655172413794, 'STDEV': 4.317272110430276}"
