,0
Team_ID,1610612759
Season,1997-98
FGM,"{'AVG': 35.34146341463415, 'STDEV': 4.927172109077594}"
FGA,"{'AVG': 75.45121951219512, 'STDEV': 6.833382906819982}"
FGP,"{'AVG': 0.47039024390243905, 'STDEV': 0.06502891210697201}"
FG3M,"{'AVG': 3.6829268292682933, 'STDEV': 2.5525491919443972}"
FG3A,"{'AVG': 10.524390243902438, 'STDEV': 4.957163689634383}"
FG3P,"{'AVG': 0.34066627208947603, 'STDEV': 0.169363117715484}"
FTM,"{'AVG': 18.158536585365855, 'STDEV': 5.485040288619655}"
FTA,"{'AVG': 26.390243902439025, 'STDEV': 26.390243902439025}"
FTP,"{'AVG': 0.694939024390243, 'STDEV': 0.694939024390243}"
OREB,"{'AVG': 12, 'STDEV': 4.091545031004882}"
DREB,"{'AVG': 32.170731707317074, 'STDEV': 5.472275528333216}"
REB,"{'AVG': 44.170731707317074, 'STDEV': 6.5974272539812695}"
AST,"{'AVG': 22.426829268292682, 'STDEV': 5.307880206963837}"
BLK,"{'AVG': 6.926829268292683, 'STDEV': 3.050118345426633}"
TOV,"{'AVG': 15.426829268292684, 'STDEV': 4.535267800237769}"
PF,"{'AVG': 21.109756097560975, 'STDEV': 5.055265187170371}"
