,0
Team_ID,1610612752
Season,1997-98
FGM,"{'AVG': 34.926829268292686, 'STDEV': 4.567141061612139}"
FGA,"{'AVG': 78.20731707317073, 'STDEV': 5.6453582044231805}"
FGP,"{'AVG': 0.447219512195121, 'STDEV': 0.053049481767577004}"
FG3M,"{'AVG': 4.658536585365853, 'STDEV': 1.988978968755366}"
FG3A,"{'AVG': 13.890243902439025, 'STDEV': 3.678452766394043}"
FG3P,"{'AVG': 0.34048831381107403, 'STDEV': 0.131001893879983}"
FTM,"{'AVG': 17.0609756097561, 'STDEV': 6.835541758719659}"
FTA,"{'AVG': 22.097560975609756, 'STDEV': 22.097560975609756}"
FTP,"{'AVG': 0.7693292682926821, 'STDEV': 0.7693292682926821}"
OREB,"{'AVG': 11.926829268292684, 'STDEV': 3.633793677275766}"
DREB,"{'AVG': 29.682926829268293, 'STDEV': 5.005868281710897}"
REB,"{'AVG': 41.609756097560975, 'STDEV': 6.048683353437138}"
AST,"{'AVG': 21.79268292682927, 'STDEV': 4.446493430125513}"
BLK,"{'AVG': 3.390243902439024, 'STDEV': 2.324088020054826}"
TOV,"{'AVG': 14.646341463414634, 'STDEV': 3.9887866010392092}"
PF,"{'AVG': 23.74390243902439, 'STDEV': 4.995827828705474}"
