,0
Team_ID,1610612764
Season,1997-98
FGM,"{'AVG': 37.5609756097561, 'STDEV': 4.914321627765745}"
FGA,"{'AVG': 83.0609756097561, 'STDEV': 7.99436153300471}"
FGP,"{'AVG': 0.45504878048780406, 'STDEV': 0.06532537790548501}"
FG3M,"{'AVG': 3.902439024390244, 'STDEV': 1.843304574804536}"
FG3A,"{'AVG': 11.512195121951219, 'STDEV': 4.071108389248922}"
FG3P,"{'AVG': 0.34399620520448504, 'STDEV': 0.140998187224205}"
FTM,"{'AVG': 18.158536585365855, 'STDEV': 5.812862519575402}"
FTA,"{'AVG': 26.29268292682927, 'STDEV': 26.29268292682927}"
FTP,"{'AVG': 0.694353658536585, 'STDEV': 0.694353658536585}"
OREB,"{'AVG': 13.670731707317072, 'STDEV': 4.286225073875672}"
DREB,"{'AVG': 28.548780487804876, 'STDEV': 3.953908642869456}"
REB,"{'AVG': 42.21951219512195, 'STDEV': 5.268176975766626}"
AST,"{'AVG': 23.170731707317074, 'STDEV': 4.687269014684272}"
BLK,"{'AVG': 4.621951219512195, 'STDEV': 2.058647787660742}"
TOV,"{'AVG': 13.548780487804878, 'STDEV': 4.088986831630081}"
PF,"{'AVG': 22.426829268292682, 'STDEV': 3.816890621942621}"
