,0
Team_ID,1610612765
Season,1997-98
FGM,"{'AVG': 34.90243902439025, 'STDEV': 4.120439135465489}"
FGA,"{'AVG': 77.71951219512195, 'STDEV': 6.729838459059373}"
FGP,"{'AVG': 0.45017073170731703, 'STDEV': 0.048231387986583}"
FG3M,"{'AVG': 3.573170731707317, 'STDEV': 1.885817684947616}"
FG3A,"{'AVG': 11.439024390243903, 'STDEV': 4.543609162507267}"
FG3P,"{'AVG': 0.30713978296238703, 'STDEV': 0.146963527800438}"
FTM,"{'AVG': 20.78048780487805, 'STDEV': 6.627709118101852}"
FTA,"{'AVG': 27.902439024390244, 'STDEV': 27.902439024390244}"
FTP,"{'AVG': 0.742731707317073, 'STDEV': 0.742731707317073}"
OREB,"{'AVG': 12.731707317073171, 'STDEV': 4.469509268193133}"
DREB,"{'AVG': 28.51219512195122, 'STDEV': 5.145401644664309}"
REB,"{'AVG': 41.24390243902439, 'STDEV': 7.157075365876308}"
AST,"{'AVG': 19.475609756097562, 'STDEV': 3.988333634384529}"
BLK,"{'AVG': 4.195121951219512, 'STDEV': 2.075364161947821}"
TOV,"{'AVG': 13.841463414634147, 'STDEV': 3.910951739793098}"
PF,"{'AVG': 22.01219512195122, 'STDEV': 4.252795456640878}"
