,0
Team_ID,1610612763
Season,1997-98
FGM,"{'AVG': 36.65853658536585, 'STDEV': 4.243279398554913}"
FGA,"{'AVG': 80.08536585365853, 'STDEV': 7.680665511790291}"
FGP,"{'AVG': 0.45981707317073106, 'STDEV': 0.053194757016495}"
FG3M,"{'AVG': 3.963414634146341, 'STDEV': 2.295702490463751}"
FG3A,"{'AVG': 10.951219512195122, 'STDEV': 3.558687644861325}"
FG3P,"{'AVG': 0.35074872039117305, 'STDEV': 0.155195356293811}"
FTM,"{'AVG': 19.341463414634145, 'STDEV': 5.85043949429637}"
FTA,"{'AVG': 26.158536585365855, 'STDEV': 26.158536585365855}"
FTP,"{'AVG': 0.738317073170731, 'STDEV': 0.738317073170731}"
OREB,"{'AVG': 13.182926829268293, 'STDEV': 4.097961097310926}"
DREB,"{'AVG': 28.20731707317073, 'STDEV': 4.63677677766331}"
REB,"{'AVG': 41.390243902439025, 'STDEV': 6.111628458022705}"
AST,"{'AVG': 23.902439024390244, 'STDEV': 4.660338980140428}"
BLK,"{'AVG': 4.256097560975609, 'STDEV': 2.45860030243927}"
TOV,"{'AVG': 16.51219512195122, 'STDEV': 4.366663563581098}"
PF,"{'AVG': 22.0609756097561, 'STDEV': 4.176204080012888}"
