,0
Team_ID,1610612755
Season,1997-98
FGM,"{'AVG': 34.59756097560975, 'STDEV': 5.098679945593182}"
FGA,"{'AVG': 78.15853658536585, 'STDEV': 6.8140550320735205}"
FGP,"{'AVG': 0.44302439024390206, 'STDEV': 0.055577101513002006}"
FG3M,"{'AVG': 2.963414634146341, 'STDEV': 1.908040957393693}"
FG3A,"{'AVG': 9.878048780487806, 'STDEV': 3.5673078132715332}"
FG3P,"{'AVG': 0.28675393035149105, 'STDEV': 0.14542145369034}"
FTM,"{'AVG': 21.146341463414632, 'STDEV': 6.084024722191295}"
FTA,"{'AVG': 28.682926829268293, 'STDEV': 28.682926829268293}"
FTP,"{'AVG': 0.7344024390243901, 'STDEV': 0.7344024390243901}"
OREB,"{'AVG': 13.71951219512195, 'STDEV': 3.9542894048590203}"
DREB,"{'AVG': 27.975609756097562, 'STDEV': 4.924054361194889}"
REB,"{'AVG': 41.69512195121951, 'STDEV': 6.127632262582189}"
AST,"{'AVG': 21.085365853658537, 'STDEV': 4.54660698210037}"
BLK,"{'AVG': 5.975609756097561, 'STDEV': 2.68960325568476}"
TOV,"{'AVG': 15.768292682926829, 'STDEV': 4.7798413644005695}"
PF,"{'AVG': 22.902439024390244, 'STDEV': 4.604371932337548}"
